,Air_temperature_[K],Process_temperature_[K],Rotational_speed_[rpm],Torque_[Nm],Tool_wear_[min],Temp_Delta,Power_[W],Wear_per_Torque,Speed_Torque_Ratio,Type_H,Type_L,Type_M,Machine_failure
5597,302.7,312,1501,37,77,9.3,5815.82104,2.081080519,40.5675566,0,1,0,0
5598,302.8,312.1,1441,52.1,79,9.3,7861.950807,1.516314488,27.65834402,0,1,0,0
5599,302.7,312,1652,31,81,9.3,5362.908099,2.612902383,53.29030539,0,0,1,0
5600,302.8,312.1,1487,36.6,84,9.3,5699.288897,2.29508134,40.6284042,0,1,0,0
5601,302.9,312.2,1605,33.9,86,9.3,5697.749516,2.536872408,47.34511878,0,1,0,0
5602,302.9,312.1,1334,54.7,88,9.2,7641.379587,1.608774843,24.3875641,0,1,0,0
5603,302.9,312.2,1340,57.8,90,9.3,8110.754474,1.557093156,23.18338699,0,1,0,0
5604,302.9,312.2,1513,37.8,92,9.3,5989.069403,2.43386179,40.02644444,0,1,0,0
5605,302.9,312.2,1510,41.4,94,9.3,6546.450772,2.270530853,36.47342114,0,1,0,0
5606,302.9,312.2,1729,23.6,96,9.3,4273.026776,4.067794887,73.26268082,0,1,0,0
5607,302.9,312.2,1745,25.5,98,9.3,4659.767303,3.843135748,68.43134571,0,0,1,0
5608,303.1,312.3,1623,31.6,101,9.2,5370.741137,3.19620152,51.36074324,0,0,1,0
5609,303.1,312.4,1378,50.1,104,9.3,7229.62151,2.075847889,27.50498453,0,0,1,0
5610,303.1,312.4,1407,41.2,107,9.3,6070.436653,2.597086748,34.15047715,0,1,0,0
5611,303,312.3,1674,29.5,109,9.3,5171.375667,3.694914002,56.74574348,0,0,1,0
5612,303,312.3,1486,42.4,112,9.3,6598.014779,2.641508811,35.04716155,0,1,0,0
5613,303,312.3,1483,38.8,114,9.3,6025.616597,2.938143573,38.22163963,0,0,1,0
5614,303,312.2,1624,28.8,117,9.2,4897.868611,4.062498589,56.38886931,1,0,0,0
5615,303,312.2,1257,71.3,122,9.2,9385.413805,1.711079704,17.62973105,0,0,1,1
5616,303,312.3,1480,41.4,125,9.3,6416.388836,3.019322942,35.74878364,0,1,0,0
5617,303.1,312.4,1404,61.5,127,9.3,9042.131976,2.065040315,22.82926458,0,1,0,1
5618,303,312.4,1645,29.6,129,9.4,5099.014316,4.358106636,55.57430555,0,0,1,0
5619,303,312.3,1932,21.9,132,9.3,4430.776615,6.027394508,88.2191378,0,1,0,0
5620,303,312.3,1533,38.5,134,9.3,6180.612307,3.480518576,39.81817148,0,1,0,0
5621,302.9,312.2,1292,54.4,136,9.3,7360.207045,2.49999954,23.74999563,0,0,1,0
5622,302.9,312.2,1571,40.6,139,9.3,6679.298253,3.423644477,38.69457175,0,1,0,0
5623,302.9,312.3,1578,36.3,141,9.4,5998.494181,3.884296451,43.4710624,0,1,0,0
5624,302.8,312.2,1469,36.9,143,9.4,5676.449518,3.875337703,39.81028731,0,0,1,0
5625,302.7,312.1,1728,24.4,146,9.4,4415.319979,5.983604105,70.81964311,0,1,0,0
5626,302.7,312.1,1603,32.5,148,9.4,5455.637442,4.553844753,49.32306175,1,0,0,0
5627,302.7,312.1,1597,39.8,153,9.4,6656.050467,3.84422014,40.12561806,0,1,0,0
5628,302.7,312.1,1688,32,155,9.4,5656.542293,4.843748486,52.74998352,0,1,0,0
5629,302.7,312.2,1405,51.4,157,9.5,7562.546555,3.054474114,27.33462503,0,1,0,0
5630,302.8,312.2,1615,32.9,159,9.4,5564.127109,4.832825279,49.08813098,0,0,1,0
5631,302.8,312.2,1515,36.8,162,9.4,5838.335787,4.402172717,41.16846707,0,1,0,0
5632,302.7,312.2,1376,52.8,164,9.5,7608.183425,3.106060018,26.06060112,0,1,0,0
5633,302.7,312.2,1447,47.5,166,9.5,7197.650569,3.494736106,30.46315148,0,1,0,0
5634,302.6,312.2,1353,56.5,168,9.6,8005.24932,2.973450801,23.94689842,0,0,1,0
5635,302.6,312.1,1502,47.3,171,9.5,7439.773115,3.615221223,31.75475016,0,1,0,0
5636,302.6,312,1447,45.5,173,9.4,6894.591597,3.802196967,31.80219081,0,1,0,0
5637,302.5,312,1487,46.1,175,9.5,7178.612517,3.796094621,32.2559583,0,0,1,0
5638,302.6,312.1,1519,38.1,178,9.5,6060.540636,4.671914784,39.86875594,0,1,0,0
5639,302.6,312.1,1668,28.7,180,9.5,5013.102229,6.271774818,58.11844665,0,1,0,0
5640,302.6,312.1,1420,51.6,182,9.5,7673.025897,3.527131099,27.51937451,0,1,0,0
5641,302.6,312.1,1473,37.3,184,9.5,5753.607034,4.932974549,39.49060603,0,1,0,0
5642,302.5,312,1495,38.8,186,9.5,6074.374115,4.793813197,38.5309179,0,1,0,0
5643,302.5,312,1574,42,188,9.5,6922.813571,4.47618941,37.47618155,0,1,0,0
5644,302.5,312,1383,51.3,190,9.5,7429.646714,3.703702982,26.95905907,0,1,0,0
5645,302.5,312,1591,29.4,192,9.5,4898.308434,6.530610024,54.11562785,0,0,1,0
5646,302.4,311.8,1644,37.2,195,9.4,6404.32512,5.241934075,44.19353651,0,0,1,0
5647,302.5,311.8,2370,14.7,198,9.3,3648.331549,13.46937859,161.2243801,1,0,0,0
5648,302.5,311.9,1401,44.9,203,9.4,6587.385724,4.521157122,31.20266566,0,1,0,0
5649,302.5,311.9,1414,51.6,205,9.4,7640.604661,3.972867447,27.40309546,0,0,1,0
5650,302.5,312,1456,46.3,208,9.5,7059.451908,4.492439634,31.44707744,0,1,0,0
5651,302.5,312,1447,45.7,210,9.5,6924.897495,4.59518499,31.66301277,0,0,1,0
5652,302.4,311.8,1727,26.5,213,9.4,4792.551953,8.037732816,65.16978673,0,1,0,0
5653,302.4,311.7,1495,36.8,215,9.3,5761.262048,5.842389717,40.62498896,0,1,0,0
5654,302.3,311.6,1544,34.3,0,9.3,5545.874455,0,45.01456414,0,1,0,0
5655,302.3,311.5,1387,47.3,2,9.2,6870.150007,0.042283289,29.32346103,0,1,0,0
5656,302.3,311.5,1316,47.2,4,9.2,6504.688533,0.084745745,27.88135003,0,0,1,0
5657,302.3,311.5,1794,26.1,7,9.2,4903.334982,0.268199131,68.73560585,0,1,0,0
5658,302.2,311.4,1372,55.1,9,9.2,7916.520272,0.163339353,24.90017697,0,0,1,0
5659,302.3,311.5,1674,30,12,9.2,5259.026102,0.399999867,55.7999814,0,0,1,0
5660,302.2,311.4,1477,41.7,15,9.2,6449.783966,0.359712144,35.41965577,0,1,0,0
5661,302.2,311.4,1397,53,17,9.2,7753.555389,0.320754656,26.35848559,0,1,0,0
5662,302.2,311.5,1616,34,19,9.3,5753.722225,0.558823365,47.52939779,0,1,0,0
5663,302.3,311.5,1530,42.3,21,9.2,6777.357832,0.496453783,36.17020422,0,0,1,0
5664,302.2,311.4,1539,35.1,24,9.2,5656.84598,0.683760489,43.84614135,0,0,1,0
5665,302.3,311.4,1845,21.9,27,9.1,4231.254065,1.232876149,84.24653687,0,1,0,0
5666,302.2,311.4,1430,43.1,29,9.2,6454.192667,0.672853672,33.17864659,0,1,0,0
5667,302.2,311.4,2080,19.2,31,9.2,4182.08814,1.614582492,108.3332769,0,1,0,0
5668,302.2,311.4,1432,45.3,33,9.2,6793.128627,0.72847666,31.61147205,0,0,1,0
5669,302.2,311.5,1479,39.5,36,9.3,6117.780454,0.911392174,37.4430285,0,0,1,0
5670,302.2,311.5,1424,45.2,39,9.3,6740.266094,0.862831668,31.50441781,0,1,0,0
5671,302.2,311.6,1534,37.2,41,9.4,5975.811882,1.102150241,41.23654805,1,0,0,0
5672,302.1,311.6,1701,26.2,46,9.5,4666.961551,1.755724521,64.92363934,1,0,0,0
5673,302.2,311.6,1462,50,51,9.4,7655.014099,1.019999796,29.23999415,0,1,0,0
5674,302.2,311.7,1393,42.5,53,9.5,6199.671302,1.24705853,32.77646288,0,0,1,0
5675,302.3,311.7,1453,42.5,56,9.4,6466.706678,1.317646749,34.18822725,0,0,1,0
5676,302.3,311.8,1565,37.8,59,9.5,6194.906554,1.560846148,41.40210545,0,1,0,0
5677,302.3,311.8,1281,51.7,61,9.5,6935.348526,1.179883718,24.77755807,0,1,0,0
5678,302.2,311.7,1584,36.2,63,9.5,6004.714534,1.740331011,43.75689399,0,0,1,0
5679,302.2,311.7,1466,49,66,9.5,7522.438889,1.346938501,29.91836124,0,0,1,0
5680,302.2,311.6,1386,50.5,69,9.4,7329.64982,1.366336363,27.44553912,0,0,1,0
5681,302.2,311.6,1383,44.3,72,9.4,6415.854765,1.6252818,31.21895458,0,1,0,0
5682,302.3,311.6,1441,53.9,74,9.3,8133.572908,1.372912547,26.73468892,1,0,0,0
5683,302.2,311.6,1592,37.7,79,9.4,6285.112151,2.09549016,42.22810551,0,0,1,0
5684,302.2,311.6,1594,36.8,82,9.4,6142.77706,2.228260264,43.31520562,1,0,0,0
5685,302.2,311.5,1482,45.6,87,9.3,7076.877275,1.907894318,32.49999287,0,1,0,0
5686,302.2,311.6,1658,31.4,89,9.4,5451.836115,2.834394002,52.80253095,0,1,0,0
5687,302.3,311.7,2170,18.2,91,9.4,4135.802009,4.999997253,119.2307037,0,1,0,0
5688,302.3,311.7,1423,44.6,93,9.4,6646.123034,2.085201326,31.90582244,0,0,1,0
5689,302.4,311.8,1543,31.1,96,9.4,5025.218305,3.086815728,49.61413196,0,1,0,0
5690,302.3,311.8,1435,44.8,98,9.5,6732.223617,2.187499512,32.03124285,0,1,0,0
5691,302.4,311.8,1320,56.4,100,9.4,7796.176329,1.773049331,23.40425117,0,1,0,0
5692,302.4,311.9,1313,55.7,102,9.5,7658.585043,1.83123845,23.57270672,0,0,1,0
5693,302.4,311.8,1453,42.1,105,9.4,6405.843556,2.494061165,34.51305594,0,0,1,0
5694,302.4,311.8,1508,45.7,108,9.4,7216.824756,2.363237995,32.9978046,0,1,0,0
5695,302.4,311.8,1451,42,110,9.4,6381.831317,2.619046995,34.54761082,0,1,0,0
5696,302.5,311.9,1595,34.6,112,9.4,5779.169126,3.236993284,46.09825257,1,0,0,0
5697,302.5,311.9,1354,49.4,117,9.4,7004.453093,2.368420573,27.40890133,0,1,0,0
5698,302.5,311.9,1265,59.8,119,9.4,7921.735316,1.989966222,21.15384262,0,1,0,0
5699,302.4,311.9,1867,25.9,121,9.5,5063.755175,4.671812868,72.08491425,0,1,0,0
5700,302.5,311.9,1497,41.6,123,9.4,6521.443694,2.956730058,35.98556827,0,1,0,0
5701,302.5,311.9,1347,54.3,125,9.4,7659.422801,2.302025359,24.80662527,0,0,1,0
5702,302.3,311.7,1544,43.2,128,9.4,6984.891442,2.962962277,35.74073247,0,1,0,0
5703,302.3,311.7,1456,45.4,130,9.4,6922.227141,2.863435493,32.07047752,1,0,0,0
5704,302.5,311.8,1335,52.7,135,9.3,7367.506012,2.561669343,25.3320635,0,1,0,0
5705,302.4,311.9,1452,43.1,137,9.5,6553.487939,3.178653555,33.68908731,0,1,0,0
5706,302.4,311.9,1290,70,139,9.5,9456.193887,1.985714002,18.4285688,0,1,0,1
5707,302.4,311.8,1448,43.4,141,9.4,6580.924515,3.248847178,33.36404761,0,1,0,0
5708,302.3,311.7,1611,38.6,143,9.4,6511.956084,3.704662253,41.73574048,0,1,0,0
5709,302.2,311.7,1556,38.6,145,9.5,6289.636044,3.756475711,40.31087039,0,1,0,0
5710,302.2,311.7,1413,46.5,147,9.5,6880.55915,3.161289643,30.38709024,1,0,0,0
5711,302.2,311.6,1545,35.9,152,9.4,5808.333578,4.233982108,43.03619971,0,1,0,0
5712,302.2,311.7,1330,54.6,154,9.5,7604.539177,2.820512304,24.3589699,0,1,0,0
5713,302.2,311.9,1596,38,156,9.7,6351.043708,4.105262078,41.99998895,0,1,0,0
5714,302.2,311.8,1618,36,158,9.6,6099.716296,4.38888767,44.94443196,0,1,0,0
5715,302.2,311.9,1597,35.8,160,9.7,5987.100672,4.469272495,44.60892609,1,0,0,0
5716,302.3,312,1354,52.2,165,9.7,7401.466628,3.160918935,25.93869235,0,1,0,0
5717,302.3,312,1746,28.1,167,9.7,5137.823458,5.943058383,62.1352092,0,1,0,0
5718,302.4,312,1621,32.5,169,9.6,5516.898499,5.1999984,49.87690773,0,1,0,0
5719,302.3,312,1398,43.3,171,9.7,6339.042825,3.949190774,32.28636668,0,1,0,0
5720,302.3,311.9,1434,51.9,173,9.6,7793.725887,3.333332691,27.63005248,0,1,0,0
5721,302.3,311.8,1443,43.4,175,9.5,6558.200328,4.032257135,33.24884027,0,0,1,0
5722,302.2,311.7,1488,44.6,178,9.5,6949.705605,3.991030495,33.36322122,0,1,0,0
5723,302.3,311.8,1475,48,180,9.5,7414.158662,3.749999219,30.72916026,0,0,1,0
5724,302.3,311.8,1433,50.3,183,9.5,7548.189477,3.638170251,28.48905994,0,1,0,0
5725,302.3,311.8,1557,34.1,185,9.5,5559.959262,5.42521835,45.65981066,0,0,1,0
5726,302.4,311.9,1398,50.1,188,9.5,7334.550705,3.752494261,27.90418605,0,0,1,0
5727,302.3,311.8,1559,34.4,191,9.5,5616.078579,5.552323967,45.31975427,0,0,1,0
5728,302.4,311.9,1422,46.4,194,9.5,6909.493219,4.181033582,30.64654512,0,0,1,0
5729,302.3,311.8,1463,35.7,197,9.5,5469.418562,5.518205737,40.98038068,0,0,1,0
5730,302.3,311.7,1793,25.3,200,9.4,4750.39178,7.905135215,70.86953721,0,1,0,0
5731,302.2,311.6,1872,20.4,202,9.4,3999.121784,9.90195593,91.7646609,0,1,0,0
5732,302.2,311.7,1412,44.5,204,9.5,6579.961093,4.584268633,31.73032995,0,1,0,0
5733,302.3,311.8,1487,43.2,206,9.5,6727.029517,4.768517415,34.42128833,0,1,0,0
5734,302.3,311.8,1369,56.2,208,9.5,8056.907575,3.701066957,24.35942627,0,1,0,1
5735,302.4,311.8,1673,30.1,210,9.4,5273.404124,6.976741868,55.58137688,0,1,0,0
5736,302.4,311.9,1439,36.6,212,9.5,5515.317231,5.792348144,39.31692915,0,0,1,0
5737,302.3,311.8,1574,42.8,215,9.5,7054.676687,5.023363312,36.77569234,0,1,0,0
5738,302.3,311.7,1281,48.8,0,9.4,6546.325108,0,26.24999462,0,1,0,0
5739,302.2,311.7,1653,31.4,2,9.5,5435.395114,0.063694247,52.64329534,0,0,1,0
5740,302.3,311.7,1535,38.3,5,9.4,6156.526763,0.130548269,40.07831852,0,0,1,0
5741,302.3,311.7,1483,40.5,8,9.4,6289.625572,0.197530815,36.61727491,0,0,1,0
5742,302.3,311.7,1414,47,11,9.4,6959.465486,0.234042503,30.08509998,0,1,0,0
5743,302.2,311.6,1379,42.9,13,9.4,6195.126465,0.303030232,32.14451465,0,0,1,0
5744,302.2,311.5,1482,42.6,16,9.3,6611.293244,0.375586766,34.78872423,1,0,0,0
5745,302.1,311.5,1987,20.1,21,9.4,4182.370884,1.0447756,98.85567221,0,1,0,0
5746,302.1,311.5,1635,31.6,23,9.4,5410.450868,0.727847871,51.74048996,0,0,1,0
5747,302.1,311.5,1533,39.4,26,9.4,6325.094153,0.65989831,38.90861957,0,1,0,0
5748,302.2,311.7,1576,34,28,9.5,5611.303358,0.82352917,46.35292754,0,0,1,0
5749,302.2,311.8,1330,62.4,31,9.6,8690.901917,0.496794792,21.31409915,1,0,0,0
5750,302.2,311.8,1981,21.8,36,9.6,4522.406401,1.651375389,90.87151795,0,1,0,0
5751,302.3,311.8,1475,42.8,38,9.5,6610.958141,0.88785026,34.46260877,1,0,0,0
5752,302.3,311.8,1804,25,43,9.5,4722.860956,1.719999312,72.15997114,1,0,0,0
5753,302.2,311.6,1416,54.1,48,9.4,8022.119673,0.887245677,26.17374747,0,1,0,0
5754,302.1,311.5,1727,27.7,50,9.4,5009.573173,1.8050535,62.34654789,0,1,0,0
5755,302.1,311.4,1391,49.2,52,9.3,7166.726825,1.056910354,28.27235198,0,1,0,0
5756,302,311.5,1366,52.3,54,9.5,7481.367801,1.032504583,26.11854185,0,0,1,0
5757,301.9,311.3,1366,55.6,57,9.4,7953.423513,1.025179672,24.5683409,0,1,0,0
5758,301.9,311.3,1501,40.8,59,9.4,6413.121579,1.446078077,36.78920667,0,1,0,0
5759,301.8,311.3,1551,35.8,61,9.5,5814.648179,1.703910139,43.32401024,0,1,0,0
5760,301.9,311.3,1522,35.6,63,9.4,5674.051436,1.769662424,42.75279698,0,0,1,0
5761,301.9,311.2,1369,49.8,66,9.3,7139.394969,1.325300939,27.48995432,0,1,0,0
5762,301.8,311.2,1334,52.3,68,9.4,7306.108819,1.300190956,25.50668728,0,1,0,0
5763,301.8,311.2,1451,39.4,70,9.4,5986.765568,1.776649295,36.82740182,1,0,0,0
5764,301.7,311.2,1589,37.9,75,9.5,6306.548285,1.978891298,41.92611031,0,1,0,0
5765,301.7,311.3,1708,30.5,77,9.6,5455.270923,2.524589336,55.99998164,0,1,0,0
5766,301.7,311.2,1413,42.6,79,9.5,6303.479996,1.854459659,33.1690063,0,0,1,0
5767,301.6,311.2,1415,46.5,82,9.6,6890.298087,1.763440481,30.43010098,0,0,1,0
5768,301.7,311.3,1421,45.9,85,9.6,6830.230836,1.851851448,30.95859892,0,1,0,0
5769,301.7,311.3,1348,51,87,9.6,7199.273725,1.705882018,26.43136737,0,1,0,0
5770,301.6,311.2,1408,42.9,89,9.6,6325.408312,2.074591591,32.82050517,0,1,0,0
5771,301.6,311.2,1525,43.7,91,9.6,6978.786281,2.082379386,34.89701719,0,1,0,0
5772,301.6,311.3,1706,29.9,93,9.7,5341.691877,3.110366853,57.0568371,0,1,0,0
5773,301.6,311.2,1395,46.8,95,9.6,6836.733933,2.029914096,29.80768594,1,0,0,0
5774,301.5,311.1,1602,34.3,100,9.6,5754.203936,2.915451045,46.70552574,0,1,0,0
5775,301.6,311.1,1907,21.5,102,9.5,4293.56232,4.74418384,88.69763316,0,1,0,0
5776,301.6,311.1,1325,49.2,104,9.5,6826.680836,2.113820709,26.93088884,0,1,0,0
5777,301.6,311.1,1408,44.4,106,9.5,6546.576435,2.38738685,31.71170457,0,1,0,0
5778,301.7,311.1,1489,41.4,108,9.4,6455.407416,2.608695022,35.96617489,0,0,1,0
5779,301.6,311.1,1680,29.2,111,9.5,5137.132307,3.801368561,57.53422687,0,1,0,0
5780,301.7,311.2,1517,42.4,113,9.5,6735.658425,2.665093711,35.77829345,0,1,0,0
5781,301.7,311.1,1618,36.7,115,9.4,6218.321891,3.133514133,44.08718145,0,0,1,0
5782,301.7,311.1,1455,39.8,118,9.4,6064.216299,2.964823376,36.55777976,0,1,0,0
5783,301.8,311.1,1543,36.4,120,9.3,5881.60599,3.296702391,42.39009824,1,0,0,0
5784,301.8,311.1,1399,41.8,125,9.3,6123.822784,2.990429907,33.46889151,0,0,1,0
5785,301.7,311.1,1469,37.2,128,9.4,5722.599514,3.44085929,39.4892367,0,1,0,0
5786,301.7,311.2,1521,36.7,130,9.5,5845.530035,3.542233367,41.4441304,0,1,0,0
5787,301.7,311.3,1584,38.8,132,9.6,6435.992374,3.402060979,40.82473175,0,1,0,0
5788,301.8,311.5,1443,43.3,134,9.7,6543.089267,3.094687507,33.32562741,0,1,0,0
5789,301.8,311.5,1416,49,136,9.7,7265.875489,2.775509638,28.89795329,0,0,1,0
5790,301.7,311.2,1563,34.5,139,9.5,5646.855715,4.028984339,45.30433469,0,0,1,0
5791,301.8,311.3,1542,40.1,142,9.5,6475.262282,3.541146249,38.45385575,0,0,1,0
5792,301.8,311.3,1624,31.6,145,9.5,5374.050281,4.588606143,51.3923888,0,0,1,0
5793,301.8,311.3,1471,44.2,148,9.5,6808.689982,3.348415532,33.28053546,0,1,0,0
5794,301.9,311.5,1492,40.8,150,9.6,6374.668485,3.676469687,36.56861849,0,0,1,0
5795,301.9,311.4,1465,39.9,153,9.5,6121.236206,3.834585505,36.71678278,0,0,1,0
5796,301.7,311.1,1399,55.1,156,9.4,8072.311851,2.831215457,25.39019503,0,1,0,0
5797,301.6,311,1431,42.6,158,9.4,6383.779104,3.708919317,33.59154141,0,1,0,0
5798,301.5,310.9,1600,39,160,9.4,6534.512719,4.102563051,41.02563051,0,1,0,0
5799,301.5,310.8,1593,34.5,162,9.3,5755.240662,4.695650813,46.17389966,0,1,0,0
5800,301.5,310.9,1469,44.7,164,9.4,6876.349416,3.668902982,32.86352732,0,1,0,0
5801,301.5,310.8,1413,44.6,166,9.3,6599.418024,3.72197226,31.68160725,0,1,0,0
5802,301.4,310.8,1490,38,168,9.4,5929.232535,4.421051468,39.210516,0,1,0,0
5803,301.5,310.9,1671,31.1,170,9.4,5442.086706,5.466236184,53.72988626,0,1,0,0
5804,301.5,310.9,1365,46.5,172,9.4,6646.824657,3.698923936,29.3548324,0,1,0,0
5805,301.4,310.9,1557,39.3,174,9.5,6407.812288,4.427479789,39.61831053,0,0,1,0
5806,301.4,310.9,1440,45.4,177,9.5,6846.158711,3.898677555,31.71805469,0,1,0,0
5807,301.4,310.9,1489,38.9,179,9.5,6065.588128,4.601541234,38.27762512,0,0,1,0
5808,301.4,311,1733,25.7,182,9.6,4664.018925,7.081709307,67.43188038,0,1,0,0
5809,301.3,311,1580,36.6,184,9.7,6055.733999,5.027321031,43.16938711,1,0,0,0
5810,301.3,311,1856,21.9,189,9.7,4256.481054,8.630133046,84.74881975,0,1,0,0
5811,301.3,311.1,1454,40.3,191,9.8,6136.179715,4.739452918,36.07939551,0,1,0,0
5812,301.4,311.1,1495,36.3,193,9.7,5682.984031,5.316802943,41.18456166,0,1,0,0
5813,301.2,311,1761,29.1,195,9.8,5366.374323,6.701028625,60.51544312,0,1,0,0
5814,301.3,311,1402,47.5,197,9.7,6973.812092,4.147367548,29.51578326,0,0,1,0
5815,301.2,311,1670,33,200,9.8,5771.105705,6.060604224,50.60604527,0,1,0,0
5816,301.3,311,1582,35.6,202,9.7,5897.732833,5.67415571,44.43818976,0,1,0,0
5817,301.3,311,1542,35.1,204,9.7,5667.87297,5.811964156,43.93161142,0,1,0,0
5818,301.3,311,1539,36.9,206,9.7,5946.940645,5.582654314,41.70730577,0,1,0,0
5819,301.3,311,1418,41.9,208,9.7,6221.840475,4.964199293,33.84247402,0,1,0,0
5820,301.3,311.1,1723,27.6,210,9.8,4979.927011,7.608692895,62.42751361,0,1,0,0
5821,301.3,311.1,1303,49.2,212,9.8,6713.332173,4.308942214,26.48373445,0,1,0,0
5822,301.3,311,1463,50.2,214,9.7,7690.891087,4.262947358,29.14342049,0,0,1,0
5823,301.2,311,1544,39.3,217,9.8,6354.310965,5.521627094,39.28752181,0,1,0,0
5824,301.2,311,1596,37.2,219,9.8,6217.337525,5.887095192,42.90321427,0,1,0,0
5825,301.3,311.1,1413,42,221,9.8,6214.698587,5.261903509,33.64284913,0,1,0,0
5826,301.3,311.1,1492,41.2,223,9.8,6437.165235,5.412620045,36.21358344,0,0,1,0
5827,301.3,311.1,1624,40.9,0,9.8,6955.653687,0,39.70659176,0,1,0,0
5828,301.3,311.1,1504,39.1,2,9.8,6158.191807,0.051150882,38.46546331,0,1,0,0
5829,301.2,311.1,1574,34.3,4,9.9,5653.631083,0.116618042,45.88919945,0,0,1,0
5830,301.3,311.2,1438,42.4,7,9.9,6384.889133,0.165094301,33.91508634,0,0,1,0
5831,301.3,311.3,1474,50.7,10,10,7825.895796,0.19723862,29.07297257,0,1,0,0
5832,301.3,311.2,1675,32.1,12,9.9,5630.519433,0.373831659,52.1806691,0,1,0,0
5833,301.3,311.2,1457,44.5,14,9.9,6789.662403,0.314606671,32.74156568,0,1,0,0
5834,301.3,311.3,1434,49.8,16,10,7478.372816,0.321285076,28.79517494,0,1,0,0
5835,301.3,311.2,1668,30.1,18,9.9,5257.643801,0.598006446,55.41526398,0,1,0,0
5836,301.2,311.1,1550,39.7,20,9.9,6443.930131,0.503778211,39.04281132,0,1,0,0
5837,301.3,311.1,1834,25.4,22,9.8,4878.223185,0.866141391,72.20469598,0,0,1,0
5838,301.4,311.2,1476,36.5,25,9.8,5641.672087,0.684931319,40.43834509,0,0,1,0
5839,301.4,311.2,1541,36.3,28,9.8,5857.845078,0.77134965,42.45177894,0,0,1,0
5840,301.3,311.1,1581,30.9,31,9.8,5115.863725,1.003235921,51.16503199,0,0,1,0
5841,301.3,311.1,1678,30.7,34,9.8,5394.596297,1.107491496,54.65796265,0,0,1,0
5842,301.4,311.2,1355,50.6,37,9.8,7179.90057,0.731225152,26.77865083,0,1,0,0
5843,301.5,311.2,1700,28.8,39,9.7,5127.079211,1.354166196,59.02775728,0,1,0,0
5844,301.4,311.1,1462,37.1,41,9.7,5680.020462,1.105120996,39.40699746,0,1,0,0
5845,301.4,311.2,1727,26.5,43,9.8,4792.551953,1.622640897,65.16978673,0,0,1,0
5846,301.4,311.3,1674,33.3,46,9.9,5837.518973,1.381380967,50.27025517,0,1,0,0
5847,301.4,311.3,1397,42.3,48,9.9,6188.214961,1.134751505,33.02599692,0,1,0,0
5848,301.4,311.3,2323,15.9,50,9.9,3867.897459,3.14465211,146.100537,0,1,0,0
5849,301.4,311.2,1434,47.6,52,9.8,7148.002933,1.092436745,30.12604409,0,0,1,0
5850,301.3,311.1,1560,35.3,55,9.8,5766.707475,1.558073213,44.19262204,0,1,0,0
5851,301.2,311,1573,32.8,57,9.8,5402.952934,1.737804348,47.95730245,0,1,0,0
5852,301.2,310.9,1798,22.3,59,9.7,4198.780469,2.645738724,80.62776653,1,0,0,0
5853,301.2,311,1567,35.1,64,9.8,5759.764555,1.823361304,44.64386192,0,1,0,0
5854,301.2,310.9,1416,53.3,66,9.7,7903.493134,1.238273689,26.56659914,0,1,0,0
5855,301.2,310.9,1424,45.2,68,9.7,6740.266094,1.504424446,31.50441781,0,0,1,0
5856,301.2,310.9,1598,35.9,71,9.7,6007.583856,1.977715327,44.51252242,1,0,0,0
5857,301.3,310.9,1760,23.9,76,9.6,4404.931779,3.179914987,73.64013655,0,1,0,0
5858,301.3,311,1348,44.5,78,9.7,6281.719231,1.752808595,30.29212802,0,1,0,0
5859,301.3,311,1542,33.6,80,9.7,5425.656176,2.380951672,45.89284348,0,1,0,0
5860,301.3,310.9,1566,33.1,82,9.6,5428.106619,2.477340641,47.31116395,0,1,0,0
5861,301.3,311,1554,47.7,84,9.7,7762.435624,1.76100592,32.57860952,0,1,0,0
5862,301.4,311,1470,40.6,86,9.6,6249.884425,2.118226079,36.20688763,0,1,0,0
5863,301.4,311.1,1758,25.4,88,9.7,4676.072169,3.464565565,69.21257118,0,0,1,0
5864,301.4,311,1486,36.5,91,9.6,5679.894798,2.493150002,40.71231761,0,0,1,0
5865,301.5,311.1,1402,40,94,9.6,5872.683867,2.349999413,35.04999124,0,0,1,0
5866,301.5,311.1,1459,45.1,97,9.6,6890.654135,2.150775576,32.35032542,0,1,0,0
5867,301.5,311,1494,45.3,99,9.5,7087.244531,2.185429981,32.98012517,0,1,0,0
5868,301.5,311.1,1731,27.9,101,9.6,5057.430102,3.620070387,62.04298852,0,1,0,0
5869,301.5,311.1,2076,18.7,103,9.6,4065.346557,5.508018445,111.0159834,0,1,0,0
5870,301.5,311.1,2055,16.8,105,9.6,3615.344826,6.24999628,122.3213558,0,1,0,0
5871,301.5,311.1,1469,49.5,107,9.6,7614.749353,2.161615725,29.67676168,0,1,0,0
5872,301.5,311,1504,42.6,109,9.5,6709.436598,2.558684845,35.30515603,0,0,1,0
5873,301.5,311.1,1396,43.5,112,9.6,6359.211849,2.574712052,32.09194665,0,0,1,0
5874,301.5,311.1,1660,33.8,115,9.6,5875.61602,3.402365857,49.11241151,0,0,1,0
5875,301.5,311,1577,39.7,118,9.5,6556.179237,2.972291443,39.72291191,0,0,1,0
5876,301.5,311.1,1426,52.1,121,9.6,7780.112319,2.322456368,27.37043621,0,1,0,0
5877,301.5,311.1,1458,41.4,123,9.6,6321.010083,2.971013775,35.2173828,0,1,0,0
